0,1.71564e+09,0.00573922,1e-05,0
0,1.71564e+09,0.00573922,1e-05,0
0,1.71564e+09,0.00573922,1e-05,0
0,1.71564e+09,0.0721977,1e-05,0
0,1.71564e+09,0.0721977,1e-05,0
0,1.71564e+09,0.0721977,1e-05,0
0,1.71564e+09,0.260298,1e-05,0
0,1.71564e+09,0.260298,1e-05,0
0,1.71564e+09,0.635912,1e-05,0
0,1.71564e+09,0.635912,1e-05,0
0,1.71564e+09,0.635912,1e-05,0
0,1.71564e+09,1.28875,1e-05,0
0,1.71564e+09,1.28875,1e-05,0
0,1.71564e+09,1.28875,1e-05,0
0,1.71564e+09,2.2666,1e-05,0
0,1.71564e+09,2.2666,1e-05,0
0,1.71564e+09,3.6736,1e-05,0
0,1.71564e+09,3.6736,1e-05,0
0,1.71564e+09,3.6736,1e-05,0
0,1.71564e+09,5.50375,1e-05,0
0,1.71564e+09,5.50375,1e-05,0
0,1.71564e+09,5.50375,1e-05,0
0,1.71564e+09,7.75827,1e-05,0
0,1.71564e+09,7.75827,1e-05,0
0,1.71564e+09,7.75827,1e-05,0
0,1.71564e+09,10.497,1e-05,0
0,1.71564e+09,10.497,1e-05,0
0,1.71564e+09,10.497,1e-05,0
0,1.71564e+09,13.7034,1e-05,0
0,1.71564e+09,13.7034,1e-05,0
0,1.71564e+09,17.4224,1e-05,0
0,1.71564e+09,17.4224,1e-05,0
0,1.71564e+09,17.4224,1e-05,0
0,1.71564e+09,21.5727,1e-05,0
0,1.71564e+09,21.5727,1e-05,0
0,1.71564e+09,21.5727,1e-05,0
0,1.71564e+09,26.1275,1e-05,0
0,1.71564e+09,26.1275,1e-05,0
0,1.71564e+09,31.0803,1e-05,0
0,1.71564e+09,31.0803,1e-05,0
0,1.71564e+09,31.0803,1e-05,0
0,1.71564e+09,36.3478,1e-05,0
0,1.71564e+09,36.3478,1e-05,0
0,1.71564e+09,36.3478,1e-05,0
0,1.71564e+09,41.9864,1e-05,0
0,1.71564e+09,41.9864,1e-05,0
0,1.71564e+09,48.1396,1e-05,0
0,1.71564e+09,48.1396,1e-05,0
0,1.71564e+09,48.1396,1e-05,0
0,1.71564e+09,48.1396,1e-05,0
0,1.71564e+09,54.874,1e-05,0
0,1.71564e+09,54.874,1e-05,0
0,1.71564e+09,54.874,1e-05,0
0,1.71564e+09,62.3899,1e-05,0
0,1.71564e+09,62.3899,1e-05,0
0,1.71564e+09,62.3899,1e-05,0
0,1.71564e+09,62.3842,1e-05,0
0,1.71564e+09,70.7519,1e-05,0
0,1.71564e+09,70.6854,1e-05,0
0,1.71564e+09,70.6854,1e-05,0
0,1.71564e+09,70.4973,1e-05,0
0,1.71564e+09,79.7993,1e-05,0
0,1.71564e+09,79.4236,1e-05,0
0,1.71564e+09,79.4236,1e-05,0
0,1.71564e+09,78.7708,1e-05,0
0,1.71564e+09,89.2625,1e-05,0
0,1.71564e+09,88.2847,1e-05,0
0,1.71564e+09,100.03,1e-05,0
0,1.71564e+09,98.6226,1e-05,0
0,1.71564e+09,98.6226,1e-05,0
0,1.71564e+09,109.953,1e-05,0
0,1.71564e+09,109.953,1e-05,0
0,1.71564e+09,107.698,1e-05,0
0,1.71564e+09,107.698,1e-05,0
0,1.71564e+09,119.932,1e-05,0
